SpeciesID,Sp,SpRep,AT,ET,delWeight.g,pWeight,delWeight.g_norm,delTopLength.cm,pLength,delVolume.ml,pVolume
LC7HH,LC,7,HIGH,HIGH,-7.2531,-78.2891683307248,-7.2531,NA,NA,NA,NA
LC8HL,LC,8,HIGH,LOW,-3.3507999999999996,-19.296396754372324,-3.3507999999999996,NA,NA,20,100
LC8HH,LC,8,HIGH,HIGH,-4.805199999999999,-35.21402346526744,-4.805199999999999,NA,NA,5,33.33333333333333
LC9HL,LC,9,HIGH,LOW,-4.247699999999999,-42.7463017007145,-4.247699999999999,NA,NA,10,100
LC9HH,LC,9,HIGH,HIGH,-3.5907,-45.92627647600532,-3.5907,NA,NA,5,50
LC10HL,LC,10,HIGH,LOW,-3.3288,-38.21770128930781,-3.3288,NA,NA,5,50
LC10HH,LC,10,HIGH,HIGH,-2.6579000000000006,-31.774438427237627,-2.6579000000000006,NA,NA,5,50
LC11HL,LC,11,HIGH,LOW,-5.431800000000001,-36.88377651628324,-5.431800000000001,NA,NA,10,66.66666666666666
LC11HH,LC,11,HIGH,HIGH,-5.7170000000000005,-34.36048153958037,-5.7170000000000005,NA,NA,NA,NA
LC12HL,LC,12,HIGH,LOW,-2.9688,-41.84355179704017,-2.9688,NA,NA,NA,NA
LC12HH,LC,12,HIGH,HIGH,-7.0299000000000005,-71.88992401853007,-7.0299000000000005,NA,NA,10,100
LC13HL,LC,13,HIGH,LOW,-4.0986,-37.96863275496308,-4.0986,NA,NA,NA,NA
HO1LL,HO,1,LOW,LOW,6.270299999999999,80.7736899057041,6.270299999999999,NA,NA,10,100
HO3LH,HO,3,LOW,HIGH,2.8813999999999993,33.295585856251435,2.8813999999999993,NA,NA,5,50
HO3LL,HO,3,LOW,LOW,7.902800000000001,97.12417658047391,7.902800000000001,NA,NA,15,300
HO4LH,HO,4,LOW,HIGH,2.7094999999999994,35.206143371317935,2.7094999999999994,NA,NA,5,100
HO4LL,HO,4,LOW,LOW,2.5111000000000008,40.81496651713154,2.5111000000000008,NA,NA,10,200
HO5LH,HO,5,LOW,HIGH,11.561399999999999,118.50674976168266,11.561399999999999,NA,NA,15,150
HO5LL,HO,5,LOW,LOW,12.077300000000001,137.54213739067058,12.077300000000001,NA,NA,20,400
HO6LH,HO,6,LOW,HIGH,1.8887,22.794419368075502,1.8887,NA,NA,10,200
HO6LL,HO,6,LOW,LOW,4.387400000000001,54.169444650221024,4.387400000000001,NA,NA,5,50
HO7LH,HO,7,LOW,HIGH,6.400699999999999,117.88312429784331,6.400699999999999,NA,NA,5,100
HO7LL,HO,7,LOW,LOW,19.0764,284.1625454328785,19.0764,NA,NA,25,500
HO8LH,HO,8,LOW,HIGH,5.6640999999999995,129.80337336144467,5.6640999999999995,NA,NA,5,100
HO8LL,HO,8,LOW,LOW,14.217699999999999,285.8863508405051,14.217699999999999,NA,NA,15,300
HO9LH,HO,9,LOW,HIGH,3.58,86.79629539834166,3.58,NA,NA,15,300
HO9LL,HO,9,LOW,LOW,5.9392,133.57022377150568,5.9392,NA,NA,5,100
